,title,creator,checkouts,materialtype
28672,74 Seaside Avenue / Debbie Macomber.,"Macomber, Debbie",1,BOOK
28698,"Xizang fen lie : mai cang de mi ma / Chen Xiaoya, zhu.","Chen, Xiaoya",1,BOOK
28701,Norse mythology / Shirley-Raye Redmond.,"Redmond, Shirley-Raye, 1955-",1,BOOK
28704,Poems / Blake ; [this selection by Peter Washington].,"Blake, William, 1757-1827",1,BOOK
28708,Fantasia : an Algerian cavalcade / Assia Djebar ; translated by Dorothy S. Blair.,"Djebar, Assia, 1936-2015",1,BOOK
28715,Chances / Jackie Collins.,"Collins, Jackie",1,BOOK
28718,How deaf children learn : what parents and teachers need to know / Marc Marschark and Peter C. Hauser.,"Marschark, Marc",1,BOOK
28722,All fall down : a novel / Jennifer Weiner.,"Weiner, Jennifer",1,BOOK
28775,Along these highways / stories by Rene S. Perez II.,"Perez, Rene S., 1984-",1,BOOK
28730,Making sense of God : an invitation to the skeptical / Timothy Keller.,"Keller, Timothy, 1950-",1,BOOK
28732,Rawlicious superfoods : with 100+ recipes for a healthy lifestyle / Peter and Beryn Daniel ; illustrations by Alexis Aronson ; foreword by David Wolfe.,"Daniel, Peter, 1980-",1,BOOK
28735,"Bleach. 20, End of hypnosis / [story and art by Tite Kubo ; English adaptation, Lance Caselman ; translation, Joe Yamazaki].","Kubo, Tite",1,BOOK
28739,The romance of the Rubáiyát. Edward Fitzgerald's first edition reprinted with introduction and notes / A. J. Arberry.,,1,BOOK
28749,Packaging design / Conway Lloyd Morgan.,"Morgan, Conway Lloyd",1,BOOK
28756,Miro in the kingdom of the sun / by Jane Kurtz ; woodcutsby David Frampton.,"Kurtz, Jane",1,BOOK
28760,Famous baby / a novel by Karen Rizzo.,"Rizzo, Karen",1,BOOK
28763,Motionless journey : from a hermitage in the Himalayas / Matthieu Ricard.,"Ricard, Matthieu",1,BOOK
28765,"The organic machine / Richard White ; consulting editor, Eric Foner.","White, Richard, 1947-",1,BOOK
28766,Grassroots : a field guide for feminist activism / Jennifer Baumgardner and Amy Richards.,"Baumgardner, Jennifer, 1970-",1,BOOK
28772,Hidden cities : travels to the secret corners of the world's great metropolises : a memoir of urban exploration / Moses Gates.,"Gates, Moses",1,BOOK
28397,(Don't you) forget about me / Kate Karyus Quinn.,"Quinn, Kate Karyus",1,BOOK
28396,"Remember the Alamo : Texians, Tejanos, and Mexicans tell their stories / Paul Robert Walker ; with a foreword by Richard Bruce Winders, Ph.D., Alamo Curator & Historian.","Walker, Paul Robert",1,BOOK
28395,Nightingales : the extraordinary upbringing and curious life of Miss Florence Nightingale / Gillian Gill.,"Gill, Gillian",1,BOOK
28190,The perfectly proper paranormal museum / by Kirsten Weiss.,"Weiss, Kirsten, 1968-",1,BOOK
28041,Uncommon fruits for every garden / by Lee Reich ; illustrations by Vicki Herzfeld Arlein.,"Reich, Lee",1,BOOK
28044,House beautiful fabrics for your home : 340 designer favorites / [edited by] Jennifer Boles.,,1,BOOK
28047,A kid's guide to keeping chickens / Melissa Caughey.,"Caughey, Melissa",1,BOOK
28049,Halloween is... / by Gail Gibbons.,"Gibbons, Gail",1,BOOK
28050,The American Heritage dictionary of idioms / Christine Ammer.,"Ammer, Christine",1,BOOK
28056,"A child's book of art : great pictures, first words / selected by Lucy Micklethwait.","Micklethwait, Lucy",1,BOOK
28068,"Jellies, jams & chutneys : preserving the harvest / Thane Prince.","Prince, Thane",1,BOOK
28082,Vietnam War / written by Stuart Murray.,"Murray, Stuart, 1948-",1,BOOK
28084,Science projects about physics in the home / Robert Gardner.,"Gardner, Robert, 1929-",1,BOOK
28085,Learning to breathe : my yearlong quest to bring calm to my life / Priscilla Warner.,"Warner, Priscilla, 1953-",1,BOOK
28092,"How Lunchbox Jones saved me from robots, traitors, and Missy the Cruel / Jennifer Brown.","Brown, Jennifer, 1972-",1,BOOK
28108,What's a homeowner to do? / Stephen Fanuka and Edward Lewine.,"Fanuka, Stephen",1,BOOK
28113,Life's golden ticket : a story about second chances / Brendon Burchard.,"Burchard, Brendon",1,BOOK
28114,"When Paris sizzled : the 1920s Paris of Hemingway, Chanel, Cocteau, Cole Porter, Josephine Baker, and their friends / Mary McAuliffe.","McAuliffe, Mary Sperling, 1943-",1,BOOK
28118,Redeye : a western / Clyde Edgerton.,"Edgerton, Clyde, 1944-",1,BOOK
28124,Off camera : private thoughts made public / Ted Koppel.,"Koppel, Ted, 1940 February 8-",1,BOOK
28133,Bathrooms : creating the perfect bathing experience / Vinny Lee.,"Lee, Vinny",1,BOOK
28134,Dividing Eden / Joelle Charbonneau.,"Charbonneau, Joelle",1,BOOK
28149,"The final forest : big trees, forks, and the Pacific Northwest / William Dietrich.","Dietrich, William, 1951-",1,BOOK
28150,"E yu xian sheng zai bai huo gong shi shan ban / wen/tu, Zhiyuan Buzi ; yi, Su Yizhen.","Uegaki, Ayuko",1,BOOK
28151,"Yes, Roya : an erotic graphic novel / [script by C. Spike Trotman ; art by Emilee Denich].","Spike, 1978-",1,BOOK
28166,The hanging tree / Bryan Gruley.,"Gruley, Bryan",1,BOOK
28171,Balthazar / Claudia Gray.,"Gray, Claudia",1,BOOK
28177,London's hidden rivers : a walker's guide to the subterranean waterways of London / written & illustrated by David Fathers.,"Fathers, David",1,BOOK
28183,90-sai nani ga medetai / [Satō Aiko].,"Satō, Aiko, 1923-",1,BOOK
28039,The difference between women and men : stories / Bret Lott.,"Lott, Bret",1,BOOK
28038,Shimoda naoko no andariya sutōrī : keito ya mōru mo awaseta baggu to komono ē zetto.,"Shimoda, Naoko, 1953-",1,BOOK
28029,Edward Albee's Everything in the garden : from the play by Giles Cooper.,"Albee, Edward, 1928-2016",1,BOOK
27987,"Captain America : America first / writers, Daniel Knauf ... [and others] ; artists, Mitch Breitweiser ... [and others].",,1,BOOK
27907,How it all vegan! : irresistible recipes for an animal-free diet / Tanya Barnard & Sarah Kramer.,"Barnard, Tanya, 1972-",1,BOOK
27916,"Death, taxes, and silver spurs / Diane Kelly.","Kelly, Diane",1,BOOK
27922,Worry-free living : trading anxiety for peace / Joyce Meyer.,"Meyer, Joyce, 1943-",1,BOOK
27923,Into the gray zone : a neuroscientist explores the border between life and death / Adrian Owen.,"Owen, Adrian M.",1,BOOK
27926,Migrant mother : how a photograph defined the Great Depression / by Don Nardo.,"Nardo, Don, 1947-",1,BOOK
27927,"It's not who you know, it's who you are : life lessons from winners / Pat Williams, with Jim Denney.","Williams, Pat, 1940-",1,BOOK
27931,"Revival. Volume 8, Stay just a little bit longer / [story by Tim Seeley ; art by Mike Norton ; colors by Mark Englert, Allen Pasallaqua, Dee Cunniffe ; letters by Crank! ; chapter art by Jenny Frison ; edited by 4 Star Studios ; design by Sean Dove].","Seeley, Tim",1,BOOK
27933,Philanthro-capitalism : how the rich can save the world / Matthew Bishop & Michael Green.,"Bishop, Matthew, 1964-",1,BOOK
27935,The sexy librarian's big book of erotica / edited by Rose Caraway.,,1,BOOK
27936,Kuda idëm my s P︠i︡atachkom-- / Boris Zakhoder ; [khudozhnik Aleksandr Demyshev].,"Zakhoder, Boris, 1918-2000",1,BOOK
27963,Saigyō : poems of a mountain home / translated by Burton Watson.,"Saigyō, 1118-1190",1,BOOK
27990,"African Americans in Congress : a documentary history / Eric Freedman, Stephen A. Jones.","Freedman, Eric",1,BOOK
28028,"Practical junk rig : design, aerodynamics and handling / H.G. Hasler, J.K. McLeod.","Hasler, Herbert George, 1914-1987",1,BOOK
27993,Cloak of the light / Chuck Black.,"Black, Chuck",1,BOOK
27995,"Shen pan / Jiao Shu, zhu.","Jiao, Shu, 1943-",1,BOOK
27997,Half yard Christmas : easy sewing projects using left-over pieces of fabric / Debbie Shore.,"Shore, Debbie (Writer on sewing)",1,BOOK
28001,"Black butler. XX / Yana Toboso ; [translation, Tomo Kimura ; lettering, Alexis Eckerman].","Toboso, Yana, 1984-",1,BOOK
28005,Alexander Hamilton : Federalist and founding father / Lisa DeCarolis.,"DeCarolis, Lisa",1,BOOK
28012,"47 things you can do for the environment / Lexi Petronis, with environmental consultant Jill Buck.","Petronis, Lexi",1,BOOK
28013,The Final Four : the pursuit of college basketball glory / Matt Doeden.,"Doeden, Matt",1,BOOK
28015,An unsuitable job for a woman / by P. D. James.,"James, P. D.",1,BOOK
28021,American smooth : poems / Rita Dove.,"Dove, Rita",1,BOOK
28022,Pandora : new tales of the vampires / Anne Rice.,"Rice, Anne, 1941-",1,BOOK
28027,Water : Asia's new battleground / Brahma Chellaney.,"Chellaney, Brahma",1,BOOK
28188,Shakespeare after all / Marjorie Garber.,"Garber, Marjorie B.",1,BOOK
28191,Get connected to packet radio / by Jim Grubbs.,"Grubbs, Jim",1,BOOK
28391,Boy meets dog : a word game adventure / written by Valerie Wyatt ; illustrated by Dave Whamond.,"Wyatt, Valerie",1,BOOK
28193,The idiot / Fyodor Dostoevsky ; translated from the Russian by Richard Pevear and Larissa Volokhonsky ; introduction by Richard Pevear.,"Dostoyevsky, Fyodor, 1821-1881",1,BOOK
28303,Wallace's lists / Barbara Bottner and Gerald Kruglik ; illustrated by Olof Landstrom.,"Bottner, Barbara",1,BOOK
28304,MathArts : exploring math through art for 3 to 6 year olds / by MaryAnn F. Kohl and Cindy Gainer ; illustrations by Cindy Gainer.,"Kohl, MaryAnn F.",1,BOOK
28306,Oxford & Cambridge : an uncommon history / Peter Sager.,"Sager, Peter, 1945-",1,BOOK
28307,"Morocco overland : route guide from the Atlas to the Sahara : 4WD, motorcycle, van, mountain bike / Chris Scott ; with contributions from José Brito & Tim Cullis ; and additional material by Eric De Nadai, Franck Simonnet & Raf Verbeelen.","Scott, Chris, 1960-",1,BOOK
28311,Six months in Sudan : a young doctor in a war-torn village / James Maskalyk.,"Maskalyk, James, 1973-",1,BOOK
28315,Creative sketching workshop : 21 sketch crawl ideas and exercises / Pete Scully.,"Scully, Pete (Artist)",1,BOOK
28317,"Hand to earth : Andy Goldsworthy sculpture, 1976-1990 / [edited by Terry Friedman and Andy Goldsworthy],","Goldsworthy, Andy, 1956-",1,BOOK
28322,Underwater Eden : saving the last coral wilderness on earth / edited by Gregory S. Stone & David Obura.,,1,BOOK
28324,The hunter / by Julia Leigh.,"Leigh, Julia, 1970-",1,BOOK
28330,"¡Mi papá me adora! / texto, Francesco Pittau ; ilustraciones, Bernadette Gervais ; traducción, Joana Delgado Sánchez.","Pittau, Francisco",1,BOOK
28335,"""C"" is for corpse / Sue Grafton.","Grafton, Sue",1,BOOK
28338,How do apples grow? / by Betsy Maestro ; illustrated by Giulio Maestro.,"Maestro, Betsy",1,BOOK
28342,Settings of silver : an introduction to Judaism / by Stephen M. Wylen.,"Wylen, Stephen M., 1952-",1,BOOK
28347,I love you no matter what : a Prince Chirpio story / written and illustrated by J. Rutland.,"Rutland, Jarrett",1,BOOK
28349,Jester's fortune / Dewey Lambdin.,"Lambdin, Dewey",1,BOOK
28350,The reminders / Val Emmich.,"Emmich, Val",1,BOOK
28354,"Let me tell you : new stories, essays, and other writings / Shirley Jackson ; edited by Laurence Jackson Hyman and Sarah Hyman DeWitt ; foreword by Ruth Franklin.","Jackson, Shirley, 1916-1965,",1,BOOK
28359,Tales of burning love / Louise Erdrich.,"Erdrich, Louise",1,BOOK
28360,The adventures of Miss Petitfour / by Anne Michaels with illustrations by Emma Block.,"Michaels, Anne, 1958-",1,BOOK
28362,Eve out of her ruins / Ananda Devi ; translated from the French by Jeffrey Zuckerman ; foreword by J.M.G. Le Clézio.,"Devi, Ananda",1,BOOK
28367,The new Mayo Clinic cookbook : eating well for better health / foreword by Donald Hensrud and Jennifer Nelson ; recipes Cheryl Forberg and Maureen Callahan ; photographs Sheri Giblin.,,1,BOOK
28369,Complete book of the bow and arrow / G. Howard Gillelan.,"Gillelan, G. Howard",1,BOOK
28376,Singapore.,,1,BOOK
28377,The young T. E. Lawrence / Anthony Sattin.,"Sattin, Anthony",1,BOOK
28390,Hitler's canary / Sandi Toksvig.,"Toksvig, Sandi",1,BOOK
28297,Cities I've never lived in : stories / Sara Majka.,"Majka, Sara",1,BOOK
28292,Adolescent therapy that really works : helping kids who never asked for help in the first place / Janet Sasson Edgette.,"Edgette, Janet Sasson",1,BOOK
28283,I am your judge / Nele Neuhaus ; translated from the German by Steven T. Murray.,"Neuhaus, Nele",1,BOOK
28231,"Holistic pain relief : Dr. Tick's breakthrough strategies to manage and eliminate pain / Heather Tick, MD.","Tick, Heather, 1951-",1,BOOK
28197,All she ever wanted / Rosalind Noonan.,"Noonan, Rosalind",1,BOOK
28198,Marsbound / Joe Haldeman.,"Haldeman, Joe W.",1,BOOK
28200,Eyes like stars / Lisa Mantchev.,"Mantchev, Lisa",1,BOOK
28203,50 things you should know about wild weather / by Anna Claybourne.,"Claybourne, Anna",1,BOOK
28213,Maeve's times : in her own words / Maeve Binchy ; edited by Róisín Ingle ; introduction by Gordon Snell.,"Binchy, Maeve, 1940-2012",1,BOOK
28220,"How to shop for free : shopping secrets for smart women who love to get something for nothing / Kathy Spencer, with Samantha Rose.","Spencer, Kathy",1,BOOK
28221,Young romantics : the tangled lives of English poetry's greatest generation / Daisy Hay.,"Hay, Daisy, 1981-",1,BOOK
28222,Slow road to Brownsville : a journey through the heart of the Old West / David Reynolds.,"Reynolds, David, 1948-",1,BOOK
28224,"Van Gogh : master draughtsman / Sjraar van Heugten, with Marije Vellekoop and Roelie Zwikker.","Heugten, Sjraar van",1,BOOK
28228,"Toshokan sensō / Arikawa Hiro ; illustration, Adabana Sukumo.","Arikawa, Hiro, 1972-",1,BOOK
28230,"The master key : the qigong secrets for vitality, love, and wisdom / Robert Peng with Rafael Nasser ; artwork by Tobin Dorn.","Peng, Robert",1,BOOK
28232,Prodigal son : a novel / Danielle Steel.,"Steel, Danielle",1,BOOK
28282,"Clyfford Still, 1904-1980 : the Buffalo and San Francisco collections / edited by Thomas Kellein ; with contributions by Michael Auping ... [and others].","Still, Clyfford, 1904-1980",1,BOOK
28233,"Aristotle's Nicomachean ethics / [Aristotle] ; translated, with an interpretive essay, notes, and glossary by Robert C. Bartlett and Susan D. Collins.",Aristotle,1,BOOK
28241,Oracle bones : a journey through time in China / Peter Hessler.,"Hessler, Peter, 1969-",1,BOOK
28245,The financial crisis inquiry report : final report of the National Commission on the Causes of the Financial and Economic Crisis in the United States / Financial Crisis Inquiry Commission.,United States. Financial Crisis Inquiry Commission,1,BOOK
28246,"Prince Valiant. Vol. 16, 1967-1968 / by Hal Foster.","Foster, Harold R. (Harold Rudolf), 1892-1982,",1,BOOK
28255,"Jojo's bizarre adventure. Part 3, Stardust crusaders. 01 / by Hirohiko Araki ; [translation, Evan Galloway ; touch-up art & lettering, Mark McMurray].","Araki, Hirohiko, 1960-",1,BOOK
28266,"Always running : La Vida Loca, gang days in L.A. / Luis J. Rodriguez.","Rodriguez, Luis J., 1954-",1,BOOK
28269,"Shang shi / Langyashoulong, zhu.","Langyashoulong, 1972-",1,BOOK
28272,"Justice League of America. Volume 5 / [writers, Robert Kanigher ... [and others] ; pencillers, Dick Dillin, Mike Sekowsky ; inkers, Joe Giella, Bernard Sachs, Dick Giordano].",,1,BOOK
28273,The merchant's house / Kate Ellis.,"Ellis, Kate, 1953-",1,BOOK
28277,A thousand coloured castles / Gareth Brookes.,"Brookes, Gareth",1,BOOK
28278,Where's the big bad wolf? / Eileen Christelow.,"Christelow, Eileen",1,BOOK
26873,Trees for the okapis / by Jorge Aguirre ; illustrated by Art Mawhinney.,"Aguirre, Jorge Augusto",1,BOOK
26869,Planet Neptune / Ann O. Squire.,"Squire, Ann",1,BOOK
26861,Dwight Macdonald on movies.,"Macdonald, Dwight",1,BOOK
25361,The bridesmaid / Beverly Lewis.,"Lewis, Beverly, 1949-",1,BOOK
25375,Chanel : the vocabulary of style / Jérôme Gautier.,"Gautier, Jérôme",1,BOOK
25376,"Future Foundation. [Vol. two], The Supremor seed / unified field theory, Stan Lee & Jack Kirby ; [writer, Jonathan Hickman ; artists, Barry Kitson, Steve Epting & Barry Kitson.","Hickman, Jonathan",1,BOOK
25384,Mural XXL / Claudia Walde.,"Walde, Claudia",1,BOOK
25385,Así me siento yo / escrito e ilustrado por Janan Cain ; versión en español de Yanitzia Canetti.,"Cain, Janan",1,BOOK
25387,The Oregon Trail : a photographic journey / Bill & Jan Moeller.,"Moeller, Bill, 1930-",1,BOOK
25388,"Aging with grace : what the nun study teaches us about leading longer, healthier, and more meaningful lives / David Snowdon.","Snowdon, David, Ph. D.",1,BOOK
25392,The People's Republic of amnesia : the Tiananmen revisited / Louisa Lim.,"Lim, Louisa",1,BOOK
25403,Burning the days : recollection / James Salter.,"Salter, James",1,BOOK
25406,The pillow book / Sei Shōnagon ; translated with notes by Meredith McKinney.,"Sei Shōnagon, approximately 967-",1,BOOK
25419,Japan ai = Nihon ai : a tall girl's adventures in Japan / by Aimee Major Steinberger.,"Steinberger, Aimee Major",1,BOOK
25433,I was a third grade spy / by Mary Jane Auch ; illustrated by Herm Auch.,"Auch, Mary Jane",1,BOOK
25451,"Edge of empire : lives, culture, and conquest in the East, 1750-1850 / Maya Jasanoff.","Jasanoff, Maya, 1974-",1,BOOK
25456,Story quilts and how to make them / by Mary Clare Clark ; introduction by Shelly Zegart ; illustrations by Penny Brown.,"Clark, Mary Clare",1,BOOK
25460,Management of the marine and ocean resources of the Washington coast : an interim report to the Washington State Legislature / prepared by Robert Butts.,Washington (State). Legislature. Joint Select Committee on Marine and Ocean Resources,1,BOOK
25474,Let's explore the Northeast / by Kathleen Connors.,"Connors, Kathleen",1,BOOK
25477,Famous U.S. spy planes / George Sullivan.,"Sullivan, George, 1927-",1,BOOK
25479,Lowdown on earthworms / by Norma Dixon.,"Dixon, Norma",1,BOOK
25481,Bridges / Judith Dupré ; introductory interview with Frank O. Gehry ; design by Alleycat.,"Dupré, Judith, 1956-",1,BOOK
25486,"The baby book / writers Shaoni Bhattacharya, Claire Cross, Carol Dyce...[and others].",,1,BOOK
25488,"Superlife : the 5 forces that will make you healthy, fit, and eternally awesome / Darin Olien.","Olien, Darin",1,BOOK
